dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1664168400,2022-09-26 05:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,289.63,10000,287.46,289.61,288.33,290.92,1002,,,87,8.49,270,12.07,0.25,,,,40,500,Rain,light rain,10n
1664172000,2022-09-26 06:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,289.05,10000,286.17,288.86,287.69,290.14,1003,,,83,5.66,240,,,,,,0,800,Clear,sky is clear,01n
1664175600,2022-09-26 07:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,288.93,10000,286.77,288.84,287.77,290.14,1003,,,87,5.14,250,,,,,,0,800,Clear,sky is clear,01n
1664179200,2022-09-26 08:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,288.36,10000,285.68,288.13,287.14,289.14,1004,,,84,4.47,274,5.81,,,,,0,800,Clear,sky is clear,01n
1664182800,2022-09-26 09:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,288.49,10000,286.34,288.35,287.77,289.14,1003,,,87,4.47,261,6.26,0.25,,,,0,500,Rain,light rain,10n
1664186400,2022-09-26 10:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,288.42,10000,285.55,288.17,287.14,289.81,1005,,,83,3.58,240,,,,,,0,800,Clear,sky is clear,01n
1664190000,2022-09-26 11:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,288.06,10000,285.2,287.77,286.66,289.14,1005,,,83,4.47,173,7.6,,,,,0,800,Clear,sky is clear,01d
1664193600,2022-09-26 12:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,288.8,10000,285.17,288.48,287.14,290.14,1006,,,79,3.13,186,6.71,,,,,0,800,Clear,sky is clear,01d
1664197200,2022-09-26 13:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,290.01,10000,285.56,289.71,288.25,291.47,1006,,,75,4.12,210,,,,,,0,800,Clear,sky is clear,01d
1664200800,2022-09-26 14:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,291.58,10000,285.57,291.25,289.36,293.7,1007,,,68,5.14,230,,,,,,0,800,Clear,sky is clear,01d
1664204400,2022-09-26 15:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,293.27,10000,286.01,292.98,291.15,294.81,1006,,,63,5.66,240,9.26,,,,,0,800,Clear,sky is clear,01d
1664208000,2022-09-26 16:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,294.91,10000,286.02,294.63,292.15,296.47,1006,,,57,7.2,240,10.29,,,,,0,800,Clear,sky is clear,01d
1664211600,2022-09-26 17:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,295.66,10000,285.61,295.35,294.25,297.08,1006,,,53,6.17,220,,,,,,20,801,Clouds,few clouds,02d
1664215200,2022-09-26 18:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,296.13,10000,284.85,295.76,295.15,297.77,1005,,,49,6.71,220,10.73,,,,,40,802,Clouds,scattered clouds,03d
1664218800,2022-09-26 19:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,296.82,10000,284.2,296.42,295.36,298.15,1005,,,45,6.26,259,9.39,,,,,40,802,Clouds,scattered clouds,03d
1664222400,2022-09-26 20:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,296.89,10000,283.58,296.44,295.36,297.81,1004,,,43,6.71,220,8.94,,,,,20,801,Clouds,few clouds,02d
1664226000,2022-09-26 21:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,296.73,10000,283.43,296.27,295.36,297.74,1005,,,43,8.05,272,13.41,,,,,75,803,Clouds,broken clouds,04d
1664229600,2022-09-26 22:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,296.14,10000,281.83,295.54,294.26,297.74,1006,,,40,4.63,250,,,,,,20,801,Clouds,few clouds,02d
1664233200,2022-09-26 23:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,294.95,10000,283.15,294.41,293.19,296.14,1006,,,47,4.12,230,,,,,,75,803,Clouds,broken clouds,04n
1664236800,2022-09-27 00:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,294.59,10000,283.14,294.04,293.15,295.52,1007,,,48,5.36,266,8.05,,,,,0,800,Clear,sky is clear,01n
1664240400,2022-09-27 01:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,294.05,10000,280.67,293.29,292.59,295.14,1008,,,42,7.72,250,,,,,,20,801,Clouds,few clouds,02n
1664244000,2022-09-27 02:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,293.4,10000,280.77,292.63,292.14,294.38,1008,,,44,5.14,240,,,,,,100,804,Clouds,overcast clouds,04n
1664247600,2022-09-27 03:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,293.11,10000,281.16,292.36,292.14,294.14,1009,,,46,5.36,360,8.94,,,,,100,804,Clouds,overcast clouds,04n
1664251200,2022-09-27 04:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,293.15,10000,281.51,292.43,291.58,294.14,1009,,,47,4.12,230,,,,,,100,804,Clouds,overcast clouds,04n
1664254800,2022-09-27 05:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,292.49,10000,282.11,291.81,291.03,293.7,1009,,,51,4.02,230,,,,,,100,804,Clouds,overcast clouds,04n
1664258400,2022-09-27 06:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,292.19,10000,281.83,291.48,290.47,293.14,1009,,,51,3.6,230,,,,,,100,804,Clouds,overcast clouds,04n
1664262000,2022-09-27 07:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,291.05,10000,281.62,290.31,289.36,292.16,1009,,,54,4.02,360,6.71,,,,,0,800,Clear,sky is clear,01n
1664265600,2022-09-27 08:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,290.33,10000,281.75,289.59,288.81,291.6,1009,,,57,3.09,250,,,,,,0,800,Clear,sky is clear,01n
1664269200,2022-09-27 09:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,290.18,10000,281.61,289.43,288.81,291.14,1009,,,57,4.92,360,7.15,,,,,0,800,Clear,sky is clear,01n
1664272800,2022-09-27 10:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,289.5,10000,281.48,288.73,288.25,290.52,1009,,,59,3.13,277,4.02,,,,,0,800,Clear,sky is clear,01n
1664276400,2022-09-27 11:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,289.7,10000,280.9,288.87,288.25,291.14,1010,,,56,3.6,260,,,,,,0,800,Clear,sky is clear,01d
1664280000,2022-09-27 12:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,289.37,10000,280.33,288.48,287.69,290.49,1010,,,55,6.71,360,9.83,,,,,0,800,Clear,sky is clear,01d
1664283600,2022-09-27 13:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,289.89,10000,280.27,289,287.69,291.47,1011,,,53,6.26,257,8.05,,,,,0,800,Clear,sky is clear,01d
1664287200,2022-09-27 14:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,291.14,10000,281.15,290.35,289.81,293.14,1011,,,52,7.2,250,,,,,,0,800,Clear,sky is clear,01d
1664290800,2022-09-27 15:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,292.08,10000,281.44,291.33,290.36,293.7,1011,,,50,5.66,240,,,,,,0,800,Clear,sky is clear,01d
1664294400,2022-09-27 16:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,293.15,10000,281.19,292.41,292.05,294.26,1011,,,46,7.2,220,,,,,,0,800,Clear,sky is clear,01d
1664298000,2022-09-27 17:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,293.82,10000,281.8,293.14,292.03,295.36,1011,,,46,6.69,270,10.29,,,,,0,800,Clear,sky is clear,01d
1664301600,2022-09-27 18:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,294.11,10000,281.74,293.44,292.36,295.97,1011,,,45,5.66,240,,,,,,75,803,Clouds,broken clouds,04d
1664305200,2022-09-27 19:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,294.1,10000,282.06,293.45,293.15,295.41,1011,,,46,8.75,280,10.8,,,,,75,803,Clouds,broken clouds,04d
1664308800,2022-09-27 20:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,293.78,10000,281.77,293.1,292.36,294.82,1011,,,46,5.14,290,,,,,,20,801,Clouds,few clouds,02d
1664312400,2022-09-27 21:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,293.53,10000,281.85,292.85,292.58,294.41,1010,,,47,7.2,290,9.77,,,,,40,802,Clouds,scattered clouds,03d
1664316000,2022-09-27 22:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,292.91,10000,281.9,292.22,292.15,294.27,1012,,,49,6.71,290,,,,,,20,801,Clouds,few clouds,02d
1664319600,2022-09-27 23:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,292.12,10000,281.77,291.4,291.15,293.3,1012,,,51,4.63,310,,13.21,,,,0,502,Rain,heavy intensity rain,10n
1664323200,2022-09-28 00:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,291.61,10000,281.86,290.9,290.55,292.61,1013,,,53,3.6,290,,,,,,0,800,Clear,sky is clear,01n
1664326800,2022-09-28 01:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,290.73,10000,281.05,289.93,289.36,292.06,1014,,,53,3.6,260,,,,,,0,800,Clear,sky is clear,01n
1664330400,2022-09-28 02:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,290.5,10000,281.38,289.73,289.36,291.63,1014,,,55,5.36,360,8.94,,,,,0,800,Clear,sky is clear,01n
1664334000,2022-09-28 03:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,290.28,10000,280.63,289.43,288.81,291.6,1014,,,53,6.26,212,9.83,,,,,0,800,Clear,sky is clear,01n
1664337600,2022-09-28 04:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,289.41,10000,280.37,288.53,287.69,290.49,1015,,,55,5.14,270,,,,,,0,800,Clear,sky is clear,01n
1664341200,2022-09-28 05:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,288.62,10000,280.4,287.74,287.14,290.14,1015,,,58,4.12,250,,,,,,0,800,Clear,sky is clear,01n
1664344800,2022-09-28 06:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,287.63,10000,280.45,286.75,286.03,289.14,1016,,,62,5.81,360,8.94,,,,,0,800,Clear,sky is clear,01n
1664348400,2022-09-28 07:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,287.17,10000,280.25,286.27,285.47,288.27,1016,,,63,4.47,360,8.94,,,,,0,800,Clear,sky is clear,01n
1664352000,2022-09-28 08:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,286.48,10000,280.49,285.62,284.92,287.71,1016,,,67,6.17,290,8.75,,,,,0,800,Clear,sky is clear,01n
1664355600,2022-09-28 09:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,286.07,10000,280.53,285.22,284.36,287.61,1016,,,69,5.14,270,9.77,,,,,0,800,Clear,sky is clear,01n
1664359200,2022-09-28 10:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,285.45,10000,280.55,284.62,283.81,287.06,1017,,,72,3.6,270,,,,,,0,800,Clear,sky is clear,01n
1664362800,2022-09-28 11:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,285.19,10000,280.3,284.33,283.81,286.5,1017,,,72,3.6,300,,,,,,0,800,Clear,sky is clear,01d
1664366400,2022-09-28 12:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,285.7,10000,281,284.92,285,286.5,1018,,,73,4.12,290,,,,,,0,800,Clear,sky is clear,01d
1664370000,2022-09-28 13:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,287.05,10000,281.46,286.3,285.55,288.7,1018,,,69,4.63,290,,,,,,0,800,Clear,sky is clear,01d
1664373600,2022-09-28 14:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,288.43,10000,281.9,287.71,287.15,290.36,1019,,,65,5.66,330,7.72,,,,,0,800,Clear,sky is clear,01d
1664377200,2022-09-28 15:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,290,10000,282.44,289.33,288.7,290.93,1019,,,61,4.63,270,,,,,,0,800,Clear,sky is clear,01d
1664380800,2022-09-28 16:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,291.63,10000,282.7,291,290.36,293.14,1019,,,56,6.69,320,,,,,,0,800,Clear,sky is clear,01d
1664384400,2022-09-28 17:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,292.92,10000,282.51,292.28,291.47,294.26,1019,,,51,6.69,300,,,,,,20,801,Clouds,few clouds,02d
1664388000,2022-09-28 18:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,293.4,10000,282.35,292.76,292.36,294.41,1019,,,49,7.2,310,8.75,,,,,75,803,Clouds,broken clouds,04d
1664391600,2022-09-28 19:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,293.57,10000,282.51,292.95,292.36,295.52,1018,,,49,6.26,314,8.49,,,,,40,802,Clouds,scattered clouds,03d
1664395200,2022-09-28 20:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,294.08,10000,282.36,293.46,293.7,294.41,1019,,,47,6.17,340,,,,,,40,802,Clouds,scattered clouds,03d
1664398800,2022-09-28 21:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,293.69,10000,282.31,293.05,292.36,294.82,1019,,,48,5.36,321,7.6,,,,,75,803,Clouds,broken clouds,04d
1664402400,2022-09-28 22:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,293.52,10000,282.46,292.89,292.36,294.41,1020,,,49,4.02,302,6.26,,,,,20,801,Clouds,few clouds,02d
1664406000,2022-09-28 23:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,293.34,10000,282.89,292.75,292.04,294.14,1021,,,51,3.6,310,,,,,,75,803,Clouds,broken clouds,04n
1664409600,2022-09-29 00:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,293.01,10000,283.44,292.46,292.04,294.14,1021,,,54,4.92,319,8.05,,,,,100,804,Clouds,overcast clouds,04n
1664413200,2022-09-29 01:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,292.1,10000,283.66,291.57,291.11,292.74,1022,,,58,5.36,312,6.71,,,,,75,803,Clouds,broken clouds,04n
1664416800,2022-09-29 02:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,291.73,10000,283.57,291.18,290.15,292.19,1023,,,59,4.12,360,,,,,,100,804,Clouds,overcast clouds,04n
1664420400,2022-09-29 03:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,290.77,10000,283.65,290.23,290,291.5,1023,,,63,4.02,352,7.6,,,,,40,802,Clouds,scattered clouds,03n
1664424000,2022-09-29 04:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,290.16,10000,283.77,289.64,288.89,290.95,1024,,,66,5.14,360,,,,,,0,800,Clear,sky is clear,01n
1664427600,2022-09-29 05:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,289.14,10000,282.8,288.52,288.33,290.39,1024,,,66,5.66,10,9.77,,,,,0,800,Clear,sky is clear,01n
1664431200,2022-09-29 06:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,288.61,10000,281.84,287.88,287.77,289.84,1025,,,64,6.71,360,11.18,,,,,0,800,Clear,sky is clear,01n
1664434800,2022-09-29 07:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,287.32,10000,281.07,286.52,286.03,288.72,1025,,,66,6.71,350,,,,,,0,800,Clear,sky is clear,01n
1664438400,2022-09-29 08:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,287.15,10000,280.91,286.33,285.15,288.73,1025,,,66,5.14,20,8.23,,,,,0,800,Clear,sky is clear,01n
1664442000,2022-09-29 09:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,286.4,10000,280.63,285.56,284.92,288.17,1026,,,68,4.02,337,5.81,,,,,0,800,Clear,sky is clear,01n
1664445600,2022-09-29 10:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,285.82,10000,280.07,284.92,284.36,287.61,1027,,,68,3.6,20,,,,,,0,800,Clear,sky is clear,01n
1664449200,2022-09-29 11:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,285.74,10000,280,284.83,283.89,287.61,1027,,,68,3.6,30,,,,,,0,800,Clear,sky is clear,01d
1664452800,2022-09-29 12:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,286.12,10000,279.93,285.2,284.15,287.63,1027,,,66,4.02,54,4.02,,,,,0,800,Clear,sky is clear,01d
1664456400,2022-09-29 13:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,287.23,10000,280.98,286.42,286.15,288.7,1028,,,66,7.72,30,10.8,,,,,0,800,Clear,sky is clear,01d
1664460000,2022-09-29 14:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,288.26,10000,281.04,287.45,287.03,289.86,1028,,,62,9.39,38,12.07,,,,,0,800,Clear,sky is clear,01d
1664463600,2022-09-29 15:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,289.73,10000,281.44,288.96,288.14,290.97,1028,,,58,8.94,44,12.07,,,,,75,803,Clouds,broken clouds,04d
1664467200,2022-09-29 16:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,290,10000,280.37,289.12,288.7,292.08,1028,,,53,5.81,323,11.18,,,,,0,800,Clear,sky is clear,01d
1664470800,2022-09-29 17:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,291.07,10000,280.51,290.22,289.92,292.81,1028,,,50,6.17,340,,,,,,40,802,Clouds,scattered clouds,03d
1664474400,2022-09-29 18:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,291.56,10000,280.36,290.71,290.47,293.33,1027,,,48,5.14,360,8.23,,,,,0,800,Clear,sky is clear,01d
1664478000,2022-09-29 19:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,291.82,10000,279.98,290.94,290.92,293.93,1028,,,46,5.66,80,,,,,,0,800,Clear,sky is clear,01d
1664481600,2022-09-29 20:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,292.01,10000,280.47,291.18,290.92,293.3,1026,,,47,6.26,37,8.05,,,,,0,800,Clear,sky is clear,01d
1664485200,2022-09-29 21:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,291.37,10000,279.57,290.45,290.47,293.17,1027,,,46,6.71,28,8.49,,,,,0,800,Clear,sky is clear,01d
1664488800,2022-09-29 22:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,290.93,10000,279.79,290.02,289.92,292.61,1027,,,48,6.17,40,,,,,,0,800,Clear,sky is clear,01d
1664492400,2022-09-29 23:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,290.42,10000,280.2,289.53,289.15,291.63,1027,,,51,5.81,18,8.05,,,,,0,800,Clear,sky is clear,01n
1664496000,2022-09-30 00:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,289.94,10000,280.32,289.06,289.15,290.95,1027,,,53,6.71,43,8.05,,,,,0,800,Clear,sky is clear,01n
1664499600,2022-09-30 01:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,289.13,10000,279.29,288.14,287.69,290.39,1027,,,52,7.6,29,9.39,,,,,0,800,Clear,sky is clear,01n
1664503200,2022-09-30 02:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,288.92,10000,279.1,287.91,287.77,289.84,1027,,,52,5.14,40,,,,,,0,800,Clear,sky is clear,01n
1664506800,2022-09-30 03:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,288.17,10000,278.68,287.11,286.58,289.28,1027,,,53,4.63,60,,,,,,0,800,Clear,sky is clear,01n
1664510400,2022-09-30 04:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,287.96,10000,278.48,286.88,286.58,289.28,1027,,,53,5.81,347,8.94,,,,,0,800,Clear,sky is clear,01n
1664514000,2022-09-30 05:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,287.4,10000,279.26,286.4,286.03,288.73,1027,,,58,5.66,30,,,,,,0,800,Clear,sky is clear,01n
1664517600,2022-09-30 06:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,286.91,10000,279.53,285.93,285.47,288.17,1027,,,61,7.15,50,8.94,,,,,0,800,Clear,sky is clear,01n
1664521200,2022-09-30 07:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,286.43,10000,279.77,285.48,284.92,288.17,1027,,,64,6.17,30,,,,,,0,800,Clear,sky is clear,01n
1664524800,2022-09-30 08:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,285.94,10000,279.31,284.95,284.15,287.58,1027,,,64,5.66,30,,,,,,0,800,Clear,sky is clear,01n
1664528400,2022-09-30 09:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,285.34,10000,278.96,284.31,283.81,286.47,1027,,,65,8.05,41,11.18,,,,,0,800,Clear,sky is clear,01n
1664532000,2022-09-30 10:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,285.17,10000,279.02,284.15,283.81,287.06,1027,,,66,6.26,32,8.49,,,,,75,803,Clouds,broken clouds,04n
1664535600,2022-09-30 11:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,285.05,10000,278.91,284.02,283.15,287.06,1027,,,66,5.36,49,8.49,,,,,75,803,Clouds,broken clouds,04d
1664539200,2022-09-30 12:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,284.76,10000,278.19,283.65,283.15,285.41,1027,,,64,5.66,40,,,,,,100,804,Clouds,overcast clouds,04d
1664542800,2022-09-30 13:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,285.13,10000,278.31,284.03,283.81,286.52,1028,,,63,4.63,30,,,,,,40,802,Clouds,scattered clouds,03d
1664546400,2022-09-30 14:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,285.82,10000,279.42,284.84,285.14,287.08,1027,,,65,4.63,40,,,,,,0,800,Clear,sky is clear,01d
1664550000,2022-09-30 15:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,286.67,10000,279.54,285.7,285.92,288.19,1027,,,62,4.12,40,,,,,,0,800,Clear,sky is clear,01d
1664553600,2022-09-30 16:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,287.92,10000,279.75,286.97,287.03,289.36,1026,,,58,7.2,40,,,,,,0,800,Clear,sky is clear,01d
1664557200,2022-09-30 17:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,288.84,10000,280.86,288.01,287.71,289.86,1025,,,59,6.17,50,,,,,,0,800,Clear,sky is clear,01d
1664560800,2022-09-30 18:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,289.02,10000,282,288.31,288.14,290.95,1025,,,63,6.26,63,8.94,,,,,0,800,Clear,sky is clear,01d
1664564400,2022-09-30 19:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,289.48,10000,281.71,288.74,288.7,290.95,1024,,,60,6.17,60,,,,,,0,800,Clear,sky is clear,01d
1664568000,2022-09-30 20:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,289.55,10000,282.02,288.84,288.7,290.95,1023,,,61,6.26,46,10.73,,,,,0,800,Clear,sky is clear,01d
1664571600,2022-09-30 21:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,289.54,10000,282.25,288.85,289.15,290.95,1023,,,62,6.17,70,,,,,,0,800,Clear,sky is clear,01d
1664575200,2022-09-30 22:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,289.45,10000,282.4,288.78,288.89,290.39,1022,,,63,6.71,50,,,,,,0,800,Clear,sky is clear,01d
1664578800,2022-09-30 23:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,289.29,10000,282.94,288.68,288.71,290.14,1022,,,66,5.66,80,,,,,,0,800,Clear,sky is clear,01n
1664582400,2022-10-01 00:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,289.09,10000,282.29,288.41,288.15,289.84,1022,,,64,6.71,63,8.94,,,,,0,800,Clear,sky is clear,01n
1664586000,2022-10-01 01:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,289.07,10000,282.28,288.39,288.15,289.84,1022,,,64,5.66,90,,,,,,0,800,Clear,sky is clear,01n
1664589600,2022-10-01 02:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,289.07,10000,282.51,288.41,288.33,289.36,1022,,,65,4.63,90,,,,,,0,800,Clear,sky is clear,01n
1664593200,2022-10-01 03:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,288.98,10000,282.65,288.34,287.77,289.36,1020,,,66,8.05,38,11.18,0.23,,,,0,500,Rain,light rain,10n
1664596800,2022-10-01 04:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,288.63,10000,283.19,288.06,287.15,289.14,1020,,,70,7.6,40,10.73,1.5,,,,0,501,Rain,moderate rain,10n
1664600400,2022-10-01 05:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,288.38,10000,283.58,287.86,287.15,289.14,1019,,,73,7.72,60,10.29,0.98,,,,75,300,Drizzle,light intensity drizzle,09n
1664600400,2022-10-01 05:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,288.38,10000,283.58,287.86,287.15,289.14,1019,,,73,7.72,60,10.29,0.98,,,,75,500,Rain,light rain,10n
