dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1661990400,2022-09-01 00:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,299.25,10000,282.18,299.25,297.69,300.14,1010,,,34,6.17,310,,,,,,0,800,Clear,sky is clear,01n
1661994000,2022-09-01 01:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,298.42,10000,283.1,297.99,297.14,299.41,1011,,,38,3.6,300,,,,,,0,800,Clear,sky is clear,01n
1661997600,2022-09-01 02:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,297.99,10000,283.48,297.57,296.15,299.38,1011,,,40,4.12,250,,,,,,0,800,Clear,sky is clear,01n
1662001200,2022-09-01 03:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,297.7,10000,283.95,297.31,296.52,299.14,1011,,,42,5.66,260,,,,,,0,800,Clear,sky is clear,01n
1662004800,2022-09-01 04:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,297.42,10000,284.74,297.08,295.97,299.14,1011,,,45,6.17,270,11.32,,,,,0,800,Clear,sky is clear,01n
1662008400,2022-09-01 05:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,296.77,10000,284.48,296.39,295.41,298.27,1011,,,46,5.36,263,8.49,,,,,0,800,Clear,sky is clear,01n
1662012000,2022-09-01 06:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,296.08,10000,284.81,295.71,294.86,297.71,1011,,,49,5.14,260,,,,,,0,800,Clear,sky is clear,01n
1662015600,2022-09-01 07:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,295.68,10000,285.34,295.35,294.3,297.16,1011,,,52,5.36,360,8.94,,,,,0,800,Clear,sky is clear,01n
1662019200,2022-09-01 08:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,294.91,10000,285.75,294.6,293.75,296.6,1011,,,56,4.47,272,8.94,,,,,0,800,Clear,sky is clear,01n
1662022800,2022-09-01 09:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,294.91,10000,285.75,294.6,293.19,296.6,1012,,,56,5.81,263,9.39,,,,,0,800,Clear,sky is clear,01n
1662026400,2022-09-01 10:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,294.42,10000,286.09,294.14,293.19,296.14,1012,,,59,6.26,360,9.39,,,,,0,800,Clear,sky is clear,01n
1662030000,2022-09-01 11:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,294.2,10000,286.4,293.95,292.69,295.49,1013,,,61,6.71,290,,,,,,0,800,Clear,sky is clear,01d
1662033600,2022-09-01 12:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,295.5,10000,287.11,295.33,294.26,296.52,1013,,,59,4.63,300,,,,,,0,800,Clear,sky is clear,01d
1662037200,2022-09-01 13:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,296.8,10000,287.51,296.68,295.36,298.14,1013,,,56,3.09,280,,,,,,0,800,Clear,sky is clear,01d
1662040800,2022-09-01 14:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,297.69,10000,286.9,297.53,296.47,299.86,1013,,,51,5.14,270,,,,,,0,800,Clear,sky is clear,01d
1662044400,2022-09-01 15:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,299.34,10000,286.48,299.34,298.14,300.41,1013,,,45,8.05,301,12.96,,,,,0,800,Clear,sky is clear,01d
1662048000,2022-09-01 16:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,300.69,10000,285.51,300.37,299.83,301.48,1014,,,39,6.17,270,8.23,,,,,0,800,Clear,sky is clear,01d
1662051600,2022-09-01 17:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,301.36,10000,284.89,300.73,299.81,302.58,1013,,,36,8.23,290,10.8,,,,,0,800,Clear,sky is clear,01d
1662055200,2022-09-01 18:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,302.52,10000,283.65,301.4,300.94,303.71,1013,,,31,7.72,320,10.29,,,,,0,800,Clear,sky is clear,01d
1662058800,2022-09-01 19:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,302.9,10000,282.98,301.61,302.03,304.3,1013,,,29,7.72,310,10.29,,,,,0,800,Clear,sky is clear,01d
1662062400,2022-09-01 20:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,303.06,10000,283.62,301.82,302.03,304.26,1013,,,30,7.6,293,10.73,,,,,0,800,Clear,sky is clear,01d
1662066000,2022-09-01 21:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,302.85,10000,282.93,301.56,302.03,303.86,1013,,,29,6.71,320,,,,,,0,800,Clear,sky is clear,01d
1662069600,2022-09-01 22:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,302.31,10000,281.95,301.04,300.92,303.86,1013,,,28,6.26,20,9.39,,,,,0,800,Clear,sky is clear,01d
1662073200,2022-09-01 23:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,301.04,10000,280.33,300.04,299.86,302.19,1013,,,27,7.2,330,,,,,,0,800,Clear,sky is clear,01d
1662076800,2022-09-02 00:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,299.53,10000,281.53,299.53,298.15,300.52,1014,,,32,6.17,330,,,,,,0,800,Clear,sky is clear,01n
1662080400,2022-09-02 01:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,298.77,10000,282.19,298.3,297.63,299.41,1016,,,35,4.63,340,,,,,,0,800,Clear,sky is clear,01n
1662084000,2022-09-02 02:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,297.55,10000,282.33,297.04,296.52,298.73,1017,,,38,4.63,350,,,,,,0,800,Clear,sky is clear,01n
1662087600,2022-09-02 03:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,296.39,10000,282.42,295.84,295.55,297.61,1017,,,41,4.92,11,8.05,,,,,0,800,Clear,sky is clear,01n
1662091200,2022-09-02 04:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,295.26,10000,283.11,294.73,293.81,297.06,1018,,,46,5.66,50,,,,,,0,800,Clear,sky is clear,01n
1662094800,2022-09-02 05:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,294.13,10000,283.32,293.59,292.69,295.52,1019,,,50,6.71,40,,,,,,0,800,Clear,sky is clear,01n
1662098400,2022-09-02 06:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,292.87,10000,283.03,292.28,291.15,294.27,1020,,,53,6.71,40,,,,,,0,800,Clear,sky is clear,01n
1662102000,2022-09-02 07:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,292.16,10000,282.37,291.5,290.47,293.3,1020,,,53,7.6,41,9.83,,,,,0,800,Clear,sky is clear,01n
1662105600,2022-09-02 08:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,291.34,10000,281.89,290.62,289.92,292.6,1021,,,54,7.6,64,10.28,,,,,0,800,Clear,sky is clear,01n
1662109200,2022-09-02 09:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,290.96,10000,281.54,290.21,289.15,292.03,1021,,,54,7.6,75,10.73,,,,,0,800,Clear,sky is clear,01n
1662112800,2022-09-02 10:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,290.46,10000,282.13,289.76,288.89,292.61,1022,,,58,4.63,40,,,,,,0,800,Clear,sky is clear,01n
1662116400,2022-09-02 11:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,290.31,10000,282.49,289.65,288.81,292.61,1023,,,60,5.36,49,7.6,,,,,0,800,Clear,sky is clear,01d
1662120000,2022-09-02 12:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,291.52,10000,283.63,290.98,290,293.14,1024,,,60,6.26,56,8.49,,,,,0,800,Clear,sky is clear,01d
1662123600,2022-09-02 13:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,292.8,10000,285.08,292.41,292.03,294.41,1024,,,61,5.14,60,,,,,,0,800,Clear,sky is clear,01d
1662127200,2022-09-02 14:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,293.45,10000,284.66,293.02,292.14,296.08,1025,,,57,5.14,40,,,,,,0,800,Clear,sky is clear,01d
1662130800,2022-09-02 15:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,294.87,10000,285.16,294.51,293.7,297.74,1025,,,54,6.17,50,,,,,,0,800,Clear,sky is clear,01d
1662134400,2022-09-02 16:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,296.07,10000,285.41,295.75,294.81,298.14,1025,,,51,5.66,40,,,,,,0,800,Clear,sky is clear,01d
1662138000,2022-09-02 17:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,297.53,10000,286.14,297.3,295.36,299.41,1024,,,49,5.66,50,,,,,,0,800,Clear,sky is clear,01d
1662141600,2022-09-02 18:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,298.62,10000,287.13,298.5,295.94,300.04,1025,,,49,5.14,50,,,,,,0,800,Clear,sky is clear,01d
1662145200,2022-09-02 19:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,298.16,10000,287.02,298.02,295.92,300.59,1024,,,50,4.92,50,,,,,,0,800,Clear,sky is clear,01d
1662148800,2022-09-02 20:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,298.09,10000,287.26,297.97,295.92,300.04,1024,,,51,4.12,40,,,,,,20,801,Clouds,few clouds,02d
1662152400,2022-09-02 21:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,297.74,10000,287.24,297.61,295.47,299.41,1024,,,52,5.36,173,7.6,,,,,0,800,Clear,sky is clear,01d
1662156000,2022-09-02 22:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,297.3,10000,287.98,297.23,295.41,298.71,1024,,,56,5.36,160,6.26,,,,,0,800,Clear,sky is clear,01d
1662159600,2022-09-02 23:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,296.12,10000,288.2,296.07,294.3,297.04,1024,,,61,5.14,180,,,,,,0,800,Clear,sky is clear,01d
1662163200,2022-09-03 00:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,295.15,10000,288.03,295.08,294.3,295.93,1024,,,64,4.47,145,6.71,,,,,0,800,Clear,sky is clear,01n
1662166800,2022-09-03 01:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,294.7,10000,288.32,294.66,293.7,295.59,1025,,,67,4.02,129,5.36,,,,,0,800,Clear,sky is clear,01n
1662170400,2022-09-03 02:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,294.5,10000,288.81,294.52,293.19,295.04,1025,,,70,4.92,117,6.71,,,,,0,800,Clear,sky is clear,01n
1662174000,2022-09-03 03:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,293.79,10000,288.35,293.76,292.58,294.97,1025,,,71,3.58,360,4.92,,,,,0,800,Clear,sky is clear,01n
1662177600,2022-09-03 04:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,293.63,10000,288.41,293.61,292.14,295.39,1025,,,72,3.13,360,5.36,,,,,0,800,Clear,sky is clear,01n
1662181200,2022-09-03 05:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,293.26,10000,288.48,293.26,291.15,294.41,1025,,,74,2.06,140,,,,,,0,800,Clear,sky is clear,01n
1662184800,2022-09-03 06:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,293.3,10000,288.52,293.3,291.15,294.25,1025,,,74,2.24,127,3.13,,,,,0,800,Clear,sky is clear,01n
1662188400,2022-09-03 07:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,293.19,10000,288.63,293.21,291.47,294.84,1025,,,75,3.58,360,4.47,,,,,0,800,Clear,sky is clear,01n
1662192000,2022-09-03 08:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,292.98,10000,288.21,292.95,291.47,294.28,1025,,,74,2.24,110,,,,,,0,800,Clear,sky is clear,01n
1662195600,2022-09-03 09:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,292.89,10000,288.34,292.88,291.11,294.28,1025,,,75,2.06,100,,,,,,20,801,Clouds,few clouds,02n
1662199200,2022-09-03 10:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,292.67,10000,288.53,292.69,290.55,293.73,1026,,,77,1.79,293,2.24,,,,,40,802,Clouds,scattered clouds,03n
1662202800,2022-09-03 11:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,292.34,10000,288.41,292.35,290.55,293.73,1026,,,78,2.57,50,,,,,,0,800,Clear,sky is clear,01d
1662206400,2022-09-03 12:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,293.69,10000,289.11,293.76,291.15,295.36,1026,,,75,2.24,50,,,,,,0,800,Clear,sky is clear,01d
1662210000,2022-09-03 13:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,294.87,10000,288.94,294.9,293.7,296.52,1026,,,69,2.57,60,,,,,,0,800,Clear,sky is clear,01d
1662213600,2022-09-03 14:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,296.72,10000,289.27,296.78,294.92,298.16,1026,,,63,2.57,40,,,,,,0,800,Clear,sky is clear,01d
1662217200,2022-09-03 15:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,298.37,10000,289.52,298.46,295.92,299.82,1026,,,58,2.57,0,,,,,,20,801,Clouds,few clouds,02d
1662220800,2022-09-03 16:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,298.79,10000,289.64,298.9,296.47,300.36,1025,,,57,3.13,199,4.02,,,,,0,800,Clear,sky is clear,01d
1662224400,2022-09-03 17:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,299.99,10000,289.31,300.53,298.7,301.48,1024,,,52,4.12,50,,,,,,0,800,Clear,sky is clear,01d
1662228000,2022-09-03 18:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,300.29,10000,289.89,300.9,297.58,301.66,1024,,,53,4.12,160,,,,,,75,803,Clouds,broken clouds,04d
1662231600,2022-09-03 19:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,299.21,10000,290.03,299.21,297.03,300.59,1023,,,57,4.92,203,6.71,,,,,0,800,Clear,sky is clear,01d
1662235200,2022-09-03 20:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,298.74,10000,289.87,298.87,297.05,300.04,1023,,,58,3.6,180,,,,,,0,800,Clear,sky is clear,01d
1662238800,2022-09-03 21:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,298.39,10000,289.81,298.51,297.03,300.15,1022,,,59,4.92,143,6.71,,,,,0,800,Clear,sky is clear,01d
1662242400,2022-09-03 22:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,297.69,10000,289.68,297.79,295.97,299.15,1022,,,61,5.14,190,,,,,,0,800,Clear,sky is clear,01d
1662246000,2022-09-03 23:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,296.51,10000,289.56,296.6,295.41,297.26,1022,,,65,4.92,148,6.26,,,,,0,800,Clear,sky is clear,01d
1662249600,2022-09-04 00:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,295.79,10000,289.82,295.91,294.86,296.7,1022,,,69,4.63,170,,,,,,0,800,Clear,sky is clear,01n
1662253200,2022-09-04 01:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,295.69,10000,289.95,295.83,294.81,296.5,1022,,,70,5.81,173,7.15,,,,,0,800,Clear,sky is clear,01n
1662256800,2022-09-04 02:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,295.67,10000,290.59,295.88,294.3,296.5,1022,,,73,4.92,170,,,,,,0,800,Clear,sky is clear,01n
1662260400,2022-09-04 03:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,295.64,10000,290.78,295.88,294.86,296.5,1022,,,74,3.6,180,,,,,,0,800,Clear,sky is clear,01n
1662264000,2022-09-04 04:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,295.66,10000,291.01,295.92,294.86,296.5,1022,,,75,3.58,180,,,,,,0,800,Clear,sky is clear,01n
1662267600,2022-09-04 05:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,295.6,10000,290.95,295.86,294.83,296.5,1022,,,75,3.13,235,4.47,,,,,0,800,Clear,sky is clear,01n
1662271200,2022-09-04 06:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,295.41,10000,291.19,295.7,294.3,296.5,1021,,,77,3.09,200,,,,,,20,801,Clouds,few clouds,02n
1662274800,2022-09-04 07:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,295.45,10000,291.22,295.75,294.83,296.14,1021,,,77,2.68,200,,,,,,75,803,Clouds,broken clouds,04n
1662278400,2022-09-04 08:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,295.41,10000,291.59,295.75,294.3,296.14,1021,,,79,2.57,210,,,,,,20,801,Clouds,few clouds,02n
1662282000,2022-09-04 09:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,295.43,10000,291.61,295.78,294.15,296.14,1021,,,79,3.6,230,,,,,,20,801,Clouds,few clouds,02n
1662285600,2022-09-04 10:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,295.48,10000,292.06,295.88,294.15,296.14,1021,,,81,3.6,220,,,,,,20,801,Clouds,few clouds,02n
1662289200,2022-09-04 11:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,295.38,10000,292.36,295.83,294.15,296.14,1021,,,83,3.09,210,,,,,,0,800,Clear,sky is clear,01d
1662292800,2022-09-04 12:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,296.01,10000,292.58,296.47,295.15,296.52,1021,,,81,3.09,210,,,,,,0,800,Clear,sky is clear,01d
1662296400,2022-09-04 13:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,296.46,10000,292.61,296.91,295.36,297.14,1021,,,79,3.6,210,,,,,,100,804,Clouds,overcast clouds,04d
1662300000,2022-09-04 14:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,298.19,10000,293.01,298.66,296.47,299.26,1021,,,73,3.6,230,,,,,,0,800,Clear,sky is clear,01d
1662303600,2022-09-04 15:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,299.95,10000,293.07,301.39,298.14,301.48,1020,,,66,3.58,230,,,,,,40,802,Clouds,scattered clouds,03d
1662307200,2022-09-04 16:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,301.29,10000,293.06,302.93,299.27,303.3,1020,,,61,4.63,260,,,,,,100,804,Clouds,overcast clouds,04d
1662310800,2022-09-04 17:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,302.63,10000,292.93,304.35,300.36,303.93,1019,,,56,2.68,288,2.68,,,,,40,802,Clouds,scattered clouds,03d
1662314400,2022-09-04 18:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,303.59,10000,292.32,305.04,300.92,305.36,1019,,,51,3.58,167,4.47,,,,,20,801,Clouds,few clouds,02d
1662318000,2022-09-04 19:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,303.88,10000,292.26,305.33,300.94,305.59,1018,,,50,3.13,181,4.47,,,,,40,802,Clouds,scattered clouds,03d
1662321600,2022-09-04 20:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,302.44,10000,292.76,304.05,300.38,304.15,1018,,,56,4.92,160,5.81,,,,,75,803,Clouds,broken clouds,04d
1662325200,2022-09-04 21:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,301.46,10000,292.95,303.07,300.38,302.59,1018,,,60,5.66,160,,,,,,100,500,Rain,light rain,10d
1662328800,2022-09-04 22:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,301.04,10000,293.6,302.88,298.72,302.77,1018,,,64,4.12,60,,0.51,,,,40,500,Rain,light rain,10d
1662332400,2022-09-04 23:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,299.85,10000,293.22,301.31,298.18,301.7,1018,,,67,3.13,360,4.92,0.13,,,,0,500,Rain,light rain,10d
1662336000,2022-09-05 00:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,299.25,10000,293.58,299.25,298.14,300.55,1018,,,71,3.6,180,,,,,,75,803,Clouds,broken clouds,04n
1662339600,2022-09-05 01:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,298.72,10000,293.74,299.26,297.07,300,1018,,,74,3.58,180,,,,,,75,803,Clouds,broken clouds,04n
1662343200,2022-09-05 02:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,298.53,10000,293.56,299.06,297.58,299.48,1018,,,74,2.06,180,,,,,,0,800,Clear,sky is clear,01n
1662346800,2022-09-05 03:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,298.38,10000,293.42,298.89,297.59,298.89,1019,,,74,3.58,360,5.36,,,,,75,803,Clouds,broken clouds,04n
1662350400,2022-09-05 04:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,297.65,10000,293.35,298.17,296.03,299.48,1019,,,77,4.63,220,,0.68,,,,20,500,Rain,light rain,10n
1662354000,2022-09-05 05:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,297.3,10000,293.43,297.83,296.49,298.93,1018,,,79,2.24,225,4.02,,,,,0,800,Clear,sky is clear,01n
1662357600,2022-09-05 06:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,297.47,10000,293.39,297.99,296.47,298.7,1018,,,78,2.24,270,,,,,,100,804,Clouds,overcast clouds,04n
1662361200,2022-09-05 07:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,296.88,10000,293.22,297.4,296.03,297.81,1018,,,80,2.06,90,,0.34,,,,100,500,Rain,light rain,10n
1662364800,2022-09-05 08:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,296.98,10000,293.32,297.51,296.03,297.71,1018,,,80,3.09,60,,0.28,,,,75,500,Rain,light rain,10n
1662368400,2022-09-05 09:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,296.88,10000,293.62,297.45,295.92,297.59,1018,,,82,2.68,60,,,,,,100,804,Clouds,overcast clouds,04n
1662372000,2022-09-05 10:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,296.47,10000,293.42,297.02,295.47,297.59,1018,,,83,2.57,60,,,,,,20,801,Clouds,few clouds,02n
1662375600,2022-09-05 11:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,296.8,10000,293.55,297.36,295.47,297.59,1019,,,82,2.57,50,,,,,,20,801,Clouds,few clouds,02d
1662379200,2022-09-05 12:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,296.76,10000,293.51,297.32,295.47,297.6,1019,,,82,2.06,40,,,,,,75,803,Clouds,broken clouds,04d
1662382800,2022-09-05 13:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,297.43,10000,293.56,297.98,295.92,298.36,1019,,,79,3.09,60,,,,,,0,800,Clear,sky is clear,01d
1662386400,2022-09-05 14:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,298.58,10000,293.61,299.11,297.03,300.52,1020,,,74,2.06,60,,,,,,40,802,Clouds,scattered clouds,03d
1662390000,2022-09-05 15:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,299.73,10000,293.81,299.73,298.14,301.48,1020,,,70,3.09,40,,,,,,20,801,Clouds,few clouds,02d
1662393600,2022-09-05 16:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,300.61,10000,293.69,302.4,298.7,303.15,1019,,,66,3.6,40,,,,,,20,801,Clouds,few clouds,02d
1662397200,2022-09-05 17:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,301.11,10000,292.89,302.65,299.14,304.44,1019,,,61,5.14,80,,,,,,20,801,Clouds,few clouds,02d
1662400800,2022-09-05 18:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,302.57,10000,292.29,303.94,299.25,304.48,1018,,,54,4.92,161,5.81,,,,,75,803,Clouds,broken clouds,04d
1662404400,2022-09-05 19:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,302.51,10000,292.53,304,299.27,304.82,1017,,,55,5.66,180,,,,,,40,802,Clouds,scattered clouds,03d
1662408000,2022-09-05 20:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,301.27,10000,293.04,302.9,298.18,304.15,1017,,,61,6.71,146,8.49,,,,,20,801,Clouds,few clouds,02d
1662411600,2022-09-05 21:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,300.08,10000,292.44,301.36,298.18,302.04,1017,,,63,7.6,146,8.94,,,,,0,800,Clear,sky is clear,01d
1662415200,2022-09-05 22:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,299.19,10000,292.35,299.19,297.69,300.93,1017,,,66,6.26,127,9.39,0.51,,,,75,500,Rain,light rain,10d
1662418800,2022-09-05 23:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,298.11,10000,292.94,298.57,297.14,300.15,1017,,,73,6.71,180,,0.51,,,,100,500,Rain,light rain,10d
1662422400,2022-09-06 00:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,298,10000,293.27,298.5,296.58,299.82,1017,,,75,7.15,158,8.94,0.49,,,,100,500,Rain,light rain,10n
1662422400,2022-09-06 00:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,298,10000,293.27,298.5,296.58,299.82,1017,,,75,7.15,158,8.94,0.49,,,,100,300,Drizzle,light intensity drizzle,09n
1662426000,2022-09-06 01:00:00 +0000 UTC,-14400,1133 Manhattan Ave,40.737061,-73.95555,298.18,10000,293.87,298.75,297.08,299.14,1017,,,77,6.17,180,8.75,,,,,100,300,Drizzle,light intensity drizzle,09n
